tstamp,YyyyMmDd,HhMm,totalGrade,examType,maxGrade
"1516900601474","2018-01-25","07:16",9,"random",10
"1516900810376","2018-01-25","07:20",14,"intro",15
"1516902703695","2018-01-25","07:51",14,"number-theory",15
"1516904266091","2018-01-25","08:17",6,"random",10
"1516908260032","2018-01-25","09:24",0,"random",10
"1516908472817","2018-01-25","09:27",3,"random",10
"1516910381949","2018-01-25","09:59",0,"intro",15
"1516910400025","2018-01-25","10:00",0,"intro",15
"1516910792079","2018-01-25","10:06",12,"intro",15
"1516911471824","2018-01-25","10:17",0,"intro",15
"1516911509235","2018-01-25","10:18",1,"intro",15
"1516912428323","2018-01-25","10:33",1,"intro",15
"1516917495067","2018-01-25","11:58",7,"intro",15
"1516917714824","2018-01-26","12:01",0,"intro",15
"1516923815766","2018-01-26","01:43",0,"intro",15
"1516952038578","2018-01-26","09:33",1,"intro",15
"1516952049694","2018-01-26","09:34",0,"random",10
"1516952052576","2018-01-26","09:34",1,"random",10
"1516952076777","2018-01-26","09:34",0,"random",10
"1516952082160","2018-01-26","09:34",0,"random",10
"1516952106824","2018-01-26","09:35",1,"random",10
"1516952118002","2018-01-26","09:35",1,"random",10
"1516952120096","2018-01-26","09:35",1,"random",10
"1516952146267","2018-01-26","09:35",1,"random",10
"1516952170161","2018-01-26","09:36",0,"random",10
"1516952193912","2018-01-26","09:36",0,"intro",15
"1516952221639","2018-01-26","09:37",0,"random",10
"1516952229580","2018-01-26","09:37",0,"random",10
"1516952235711","2018-01-26","09:37",1,"random",10
"1516952236530","2018-01-26","09:37",1,"random",10
"1516952262549","2018-01-26","09:37",1,"random",10
"1516952265720","2018-01-26","09:37",0,"random",10
"1516952275021","2018-01-26","09:37",1,"random",10
"1516952283068","2018-01-26","09:38",0,"intro",15
"1516952292178","2018-01-26","09:38",1,"random",10
"1516952293500","2018-01-26","09:38",1,"random",10
"1516952295508","2018-01-26","09:38",1,"random",10
"1516952345802","2018-01-26","09:39",0,"random",10
"1516952354142","2018-01-26","09:39",0,"random",10
"1516952438867","2018-01-26","09:40",0,"intro",15
"1516952454973","2018-01-26","09:40",2,"random",10
"1516952512156","2018-01-26","09:41",2,"random",10
"1516952513405","2018-01-26","09:41",1,"random",10
"1516952529237","2018-01-26","09:42",2,"random",10
"1516952548129","2018-01-26","09:42",3,"random",10
"1516952569346","2018-01-26","09:42",5,"intro",15
"1516952643916","2018-01-26","09:44",4,"random",10
"1516952681026","2018-01-26","09:44",1,"random",10
"1516952706687","2018-01-26","09:45",1,"random",10
"1516952780099","2018-01-26","09:46",11,"intro",15
"1516952787803","2018-01-26","09:46",7,"intro",15
"1516952802733","2018-01-26","09:46",2,"random",10
"1516952809775","2018-01-26","09:46",0,"intro",15
"1516952810708","2018-01-26","09:46",2,"random",10
"1516952817297","2018-01-26","09:46",0,"random",10
"1516952818193","2018-01-26","09:46",0,"intro",15
"1516952833587","2018-01-26","09:47",4,"random",10
"1516952847437","2018-01-26","09:47",2,"random",10
"1516952900362","2018-01-26","09:48",1,"random",10
"1516952917930","2018-01-26","09:48",4,"random",10
"1516952926140","2018-01-26","09:48",4,"random",10
"1516952939580","2018-01-26","09:48",2,"random",10
"1516952942222","2018-01-26","09:49",3,"random",10
"1516952942401","2018-01-26","09:49",3,"random",10
"1516952943274","2018-01-26","09:49",2,"random",10
"1516952982673","2018-01-26","09:49",2,"generalizations",15
"1516952992331","2018-01-26","09:49",4,"random",10
"1516952994451","2018-01-26","09:49",4,"random",10
"1516952997335","2018-01-26","09:49",1,"random",10
"1516952997358","2018-01-26","09:49",1,"random",10
"1516952997827","2018-01-26","09:49",4,"random",10
"1516952998040","2018-01-26","09:49",6,"generalizations",15
"1516952999014","2018-01-26","09:49",3,"random",10
"1516952999141","2018-01-26","09:49",4,"random",10
"1516953000257","2018-01-26","09:50",4,"intro",15
"1516953005553","2018-01-26","09:50",4,"random",10
"1516953035739","2018-01-26","09:50",8,"intro",15
"1516953036290","2018-01-26","09:50",2,"random",10
"1516953047028","2018-01-26","09:50",2,"random",10
"1516961680376","2018-01-26","12:14",1,"random",10
"1516961916780","2018-01-26","12:18",7,"random",10
"1516965230286","2018-01-26","01:13",0,"intro",15
"1516971156525","2018-01-26","02:52",10,"intro",15
"1516971648748","2018-01-26","03:00",14,"intro",15
"1516972390186","2018-01-26","03:13",2,"random",10
"1516972514898","2018-01-26","03:15",14,"generalizations",15
"1516972755205","2018-01-26","03:19",13,"intro",15
"1516972950811","2018-01-26","03:22",0,"intro",15
"1516973594140","2018-01-26","03:33",8,"shapes",15
"1516973823312","2018-01-26","03:37",0,"combinatorics",15
"1516977548729","2018-01-26","04:39",1,"intro",15
"1516977896032","2018-01-26","04:44",0,"random",10
"1516978218241","2018-01-26","04:50",0,"random",10
"1516981478309","2018-01-26","05:44",0,"random",10
"1516982736867","2018-01-26","06:05",0,"intro",15
"1516982768464","2018-01-26","06:06",0,"intro",15
"1516984140558","2018-01-26","06:29",0,"generalizations",15
"1516994017588","2018-01-26","09:13",0,"random",10
"1517013001342","2018-01-27","02:30",1,"intro",15
"1517013016267","2018-01-27","02:30",1,"intro",15
"1517013474361","2018-01-27","02:37",9,"intro",15
"1517049182842","2018-01-27","12:33",0,"intro",15
"1517049234925","2018-01-27","12:33",0,"combinatorics",15
"1517059360977","2018-01-27","03:22",0,"intro",15
"1517059374961","2018-01-27","03:22",0,"intro",15
"1517060947788","2018-01-27","03:49",1,"intro",15
"1517061069693","2018-01-27","03:51",1,"intro",15
"1517061593677","2018-01-27","03:59",8,"intro",15
"1517064873016","2018-01-27","04:54",1,"intro",15
"1517064958284","2018-01-27","04:55",1,"intro",15
"1517064998063","2018-01-27","04:56",1,"intro",15
"1517066156504","2018-01-27","05:15",9,"intro",15
"1517066361402","2018-01-27","05:19",0,"intro",15
"1517067526055","2018-01-27","05:38",4,"generalizations",15
"1517067685687","2018-01-27","05:41",4,"generalizations",15
"1517068126456","2018-01-27","05:48",2,"number-theory",15
"1517068135912","2018-01-27","05:48",4,"generalizations",15
"1517068140397","2018-01-27","05:49",0,"generalizations",15
"1517068144321","2018-01-27","05:49",0,"generalizations",15
"1517071251391","2018-01-27","06:40",11,"intro",15
"1517071402304","2018-01-27","06:43",1,"number-theory",15
"1517072008521","2018-01-27","06:53",14,"intro",15
"1517072403382","2018-01-27","07:00",0,"intro",15
"1517072740381","2018-01-27","07:05",3,"random",10
"1517073157817","2018-01-27","07:12",2,"random",10
"1517078963410","2018-01-27","08:49",3,"random",10
"1517084219119","2018-01-27","10:16",10,"intro",15
"1517084440901","2018-01-27","10:20",0,"intro",15
"1517087500940","2018-01-27","11:11",0,"intro",15
"1517135541297","2018-01-28","12:32",0,"intro",15
"1517135608615","2018-01-28","12:33",0,"random",10
"1517141020496","2018-01-28","02:03",2,"random",10
"1517142424529","2018-01-28","02:27",0,"intro",15
"1517146363615","2018-01-28","03:32",5,"intro",15
"1517152856169","2018-01-28","05:20",1,"intro",15
"1517154657073","2018-01-28","05:50",0,"intro",15
"1517155398575","2018-01-28","06:03",0,"intro",15
"1517160023979","2018-01-28","07:20",0,"random",10
"1517160821607","2018-01-28","07:33",1,"random",10
"1517161050119","2018-01-28","07:37",0,"intro",15
"1517164425313","2018-01-28","08:33",3,"intro",15
"1517166916609","2018-01-28","09:15",0,"intro",15
"1517166934947","2018-01-28","09:15",1,"intro",15
"1517166944379","2018-01-28","09:15",1,"intro",15
"1517166965668","2018-01-28","09:16",1,"intro",15
"1517167035705","2018-01-28","09:17",1,"intro",15
"1517167070833","2018-01-28","09:17",1,"intro",15
"1517167134486","2018-01-28","09:18",2,"intro",15
"1517167422169","2018-01-28","09:23",3,"intro",15
"1517167773163","2018-01-28","09:29",7,"intro",15
"1517169902707","2018-01-28","10:05",8,"intro",15
"1517171863056","2018-01-28","10:37",1,"intro",15
"1517202878639","2018-01-29","07:14",9,"intro",15
"1517205976757","2018-01-29","08:06",1,"intro",15
"1517206464986","2018-01-29","08:14",1,"intro",15
"1517207207101","2018-01-29","08:26",2,"intro",15
"1517207254195","2018-01-29","08:27",1,"intro",15
"1517214587989","2018-01-29","10:29",1,"intro",15
"1517214742337","2018-01-29","10:32",2,"intro",15
"1517214760826","2018-01-29","10:32",1,"intro",15
"1517216620144","2018-01-29","11:03",11,"intro",15
"1517217742680","2018-01-29","11:22",1,"random",10
"1517219149161","2018-01-29","11:45",1,"intro",15
"1517219468560","2018-01-29","11:51",1,"shapes",15
"1517219794218","2018-01-29","11:56",1,"shapes",15
"1517222289289","2018-01-29","12:38",9,"intro",15
"1517222982606","2018-01-29","12:49",9,"intro",15
"1517223565049","2018-01-29","12:59",1,"intro",15
"1517223578523","2018-01-29","12:59",1,"intro",15
"1517223754364","2018-01-29","01:02",1,"intro",15
"1517223917455","2018-01-29","01:05",3,"intro",15
"1517224449814","2018-01-29","01:14",0,"intro",15
"1517224743525","2018-01-29","01:19",1,"intro",15
"1517224960809","2018-01-29","01:22",4,"intro",15
"1517225546526","2018-01-29","01:32",8,"intro",15
"1517225733525","2018-01-29","01:35",1,"number-theory",15
"1517225898767","2018-01-29","01:38",7,"intro",15
"1517226192646","2018-01-29","01:43",0,"intro",15
"1517227078725","2018-01-29","01:57",8,"intro",15
"1517227263928","2018-01-29","02:01",4,"generalizations",15
"1517227509406","2018-01-29","02:05",4,"generalizations",15
"1517227917207","2018-01-29","02:11",2,"random",10
"1517227997171","2018-01-29","02:13",2,"generalizations",15
"1517228236457","2018-01-29","02:17",3,"generalizations",15
"1517228582853","2018-01-29","02:23",2,"random",10
"1517228592739","2018-01-29","02:23",1,"random",10
"1517228727798","2018-01-29","02:25",2,"combinatorics",15
"1517228775344","2018-01-29","02:26",2,"random",10
"1517228827843","2018-01-29","02:27",0,"intro",15
"1517228911288","2018-01-29","02:28",1,"intro",15
"1517229116096","2018-01-29","02:31",7,"intro",15
"1517229316611","2018-01-29","02:35",10,"intro",15
"1517229896789","2018-01-29","02:44",1,"intro",15
"1517230449976","2018-01-29","02:54",5,"intro",15
"1517231312264","2018-01-29","03:08",8,"intro",15
"1517232198190","2018-01-29","03:23",0,"intro",15
"1517232362072","2018-01-29","03:26",0,"intro",15
"1517232402902","2018-01-29","03:26",0,"intro",15
"1517232414969","2018-01-29","03:26",0,"intro",15
"1517233063870","2018-01-29","03:37",1,"intro",15
"1517233111395","2018-01-29","03:38",9,"intro",15
"1517233199476","2018-01-29","03:39",9,"intro",15
"1517233322680","2018-01-29","03:42",1,"intro",15
"1517233413638","2018-01-29","03:43",3,"intro",15
"1517233754834","2018-01-29","03:49",2,"intro",15
"1517236491311","2018-01-29","04:34",0,"random",10
"1517236494409","2018-01-29","04:34",0,"random",10
"1517236496035","2018-01-29","04:34",0,"random",10
"1517236581613","2018-01-29","04:36",0,"random",10
"1517236588530","2018-01-29","04:36",5,"intro",15
"1517237152961","2018-01-29","04:45",1,"random",10
"1517244484934","2018-01-29","06:48",11,"intro",15
"1517246111341","2018-01-29","07:15",11,"intro",15
"1517246475683","2018-01-29","07:21",7,"generalizations",15
"1517247823440","2018-01-29","07:43",0,"combinatorics",15
"1517249156029","2018-01-29","08:05",0,"intro",15
"1517249340717","2018-01-29","08:09",1,"intro",15
"1517249784543","2018-01-29","08:16",9,"intro",15
"1517249830402","2018-01-29","08:17",4,"intro",15
"1517249854954","2018-01-29","08:17",4,"intro",15
"1517249918947","2018-01-29","08:18",0,"intro",15
"1517249930230","2018-01-29","08:18",8,"generalizations",15
"1517250020339","2018-01-29","08:20",1,"intro",15
"1517250120089","2018-01-29","08:22",1,"intro",15
"1517252612816","2018-01-29","09:03",3,"generalizations",15
"1517254164469","2018-01-29","09:29",5,"generalizations",15
"1517254741215","2018-01-29","09:39",0,"intro",15
"1517255572983","2018-01-29","09:52",1,"intro",15
"1517255601828","2018-01-29","09:53",0,"intro",15
"1517255626264","2018-01-29","09:53",0,"intro",15
"1517255663860","2018-01-29","09:54",0,"generalizations",15
"1517255898866","2018-01-29","09:58",2,"intro",15
"1517256218176","2018-01-29","10:03",7,"intro",15
"1517256440784","2018-01-29","10:07",0,"combinatorics",15
"1517257456371","2018-01-29","10:24",1,"random",10
"1517258348120","2018-01-29","10:39",0,"intro",15
"1517258423403","2018-01-29","10:40",1,"intro",15
"1517258962435","2018-01-29","10:49",0,"number-theory",15
"1517259129445","2018-01-29","10:52",2,"generalizations",15
"1517259244052","2018-01-29","10:54",0,"shapes",15
"1517259293041","2018-01-29","10:54",2,"number-theory",15
"1517287694266","2018-01-30","06:48",1,"intro",15
"1517293074119","2018-01-30","08:17",0,"intro",15
"1517293121444","2018-01-30","08:18",0,"random",10
"1517293172768","2018-01-30","08:19",1,"intro",15
"1517293204178","2018-01-30","08:20",1,"random",10
"1517293505010","2018-01-30","08:25",4,"random",10
"1517294241892","2018-01-30","08:37",4,"intro",15
"1517294386445","2018-01-30","08:39",3,"random",10
"1517294405207","2018-01-30","08:40",5,"random",10
"1517296425059","2018-01-30","09:13",0,"intro",15
"1517296775231","2018-01-30","09:19",2,"intro",15
"1517296840144","2018-01-30","09:20",6,"intro",15
"1517297065220","2018-01-30","09:24",1,"generalizations",15
"1517297300549","2018-01-30","09:28",0,"generalizations",15
"1517297362187","2018-01-30","09:29",2,"generalizations",15
"1517297528665","2018-01-30","09:32",0,"intro",15
"1517297690718","2018-01-30","09:34",0,"intro",15
"1517299646786","2018-01-30","10:07",6,"intro",15
"1517304894821","2018-01-30","11:34",1,"intro",15
"1517305990141","2018-01-30","11:53",0,"shapes",15
"1517306278227","2018-01-30","11:57",1,"intro",15
"1517306894263","2018-01-30","12:08",0,"number-theory",15
"1517307075701","2018-01-30","12:11",1,"intro",15
"1517307384520","2018-01-30","12:16",3,"intro",15
"1517307821061","2018-01-30","12:23",1,"intro",15
"1517308802375","2018-01-30","12:40",0,"random",10
"1517309351776","2018-01-30","12:49",6,"intro",15
"1517309957298","2018-01-30","12:59",2,"intro",15
"1517309981628","2018-01-30","12:59",1,"generalizations",15
"1517310017282","2018-01-30","01:00",2,"intro",15
"1517310198730","2018-01-30","01:03",0,"intro",15
"1517310240809","2018-01-30","01:04",0,"random",10
"1517310247756","2018-01-30","01:04",0,"combinatorics",15
"1517310369019","2018-01-30","01:06",0,"combinatorics",15
"1517310426911","2018-01-30","01:07",1,"random",10
"1517310436935","2018-01-30","01:07",0,"combinatorics",15
"1517310448026","2018-01-30","01:07",1,"intro",15
"1517310589913","2018-01-30","01:09",1,"intro",15
"1517310665668","2018-01-30","01:11",8,"intro",15
"1517310691265","2018-01-30","01:11",8,"intro",15
"1517310805322","2018-01-30","01:13",1,"intro",15
"1517311006133","2018-01-30","01:16",1,"intro",15
"1517311107972","2018-01-30","01:18",0,"intro",15
"1517311158377","2018-01-30","01:19",1,"intro",15
"1517311182999","2018-01-30","01:19",1,"intro",15
"1517311245366","2018-01-30","01:20",0,"intro",15
"1517311266327","2018-01-30","01:21",0,"intro",15
"1517311297599","2018-01-30","01:21",13,"intro",15
"1517311383326","2018-01-30","01:23",8,"intro",15
"1517311403920","2018-01-30","01:23",15,"intro",15
"1517311425773","2018-01-30","01:23",0,"intro",15
"1517311436832","2018-01-30","01:23",0,"intro",15
"1517311455136","2018-01-30","01:24",1,"intro",15
"1517311544832","2018-01-30","01:25",0,"number-theory",15
"1517311608677","2018-01-30","01:26",1,"intro",15
"1517311679118","2018-01-30","01:27",1,"intro",15
"1517311900361","2018-01-30","01:31",2,"intro",15
"1517312023034","2018-01-30","01:33",0,"combinatorics",15
"1517312062995","2018-01-30","01:34",1,"intro",15
"1517312067296","2018-01-30","01:34",3,"random",10
"1517312533426","2018-01-30","01:42",0,"intro",15
"1517312629127","2018-01-30","01:43",1,"number-theory",15
"1517312648360","2018-01-30","01:44",0,"shapes",15
"1517313897217","2018-01-30","02:04",0,"shapes",15
"1517313919398","2018-01-30","02:05",0,"number-theory",15
"1517314467831","2018-01-30","02:14",0,"intro",15
"1517314580206","2018-01-30","02:16",1,"intro",15
"1517314702679","2018-01-30","02:18",3,"intro",15
"1517314782400","2018-01-30","02:19",4,"intro",15
"1517314916599","2018-01-30","02:21",4,"intro",15
"1517315143403","2018-01-30","02:25",3,"intro",15
"1517315591504","2018-01-30","02:33",0,"random",10
"1517315602223","2018-01-30","02:33",0,"random",10
"1517315838232","2018-01-30","02:37",0,"random",10
"1517315910833","2018-01-30","02:38",1,"random",10
"1517315936915","2018-01-30","02:38",0,"random",10
"1517316156440","2018-01-30","02:42",1,"random",10
"1517316261397","2018-01-30","02:44",1,"combinatorics",15
"1517316318443","2018-01-30","02:45",8,"intro",15
"1517316334391","2018-01-30","02:45",3,"random",10
"1517316337676","2018-01-30","02:45",1,"random",10
"1517316408000","2018-01-30","02:46",0,"random",10
"1517316556809","2018-01-30","02:49",1,"random",10
"1517316634626","2018-01-30","02:50",1,"intro",15
"1517316712515","2018-01-30","02:51",1,"combinatorics",15
"1517316801280","2018-01-30","02:53",5,"intro",15
"1517316942291","2018-01-30","02:55",1,"combinatorics",15
"1517317208125","2018-01-30","03:00",1,"intro",15
"1517317313849","2018-01-30","03:01",4,"generalizations",15
"1517317337818","2018-01-30","03:02",3,"combinatorics",15
"1517317589783","2018-01-30","03:06",5,"generalizations",15
"1517317783759","2018-01-30","03:09",2,"random",10
"1517317889859","2018-01-30","03:11",6,"intro",15
"1517317999617","2018-01-30","03:13",12,"intro",15
"1517318599638","2018-01-30","03:23",2,"random",10
"1517318855991","2018-01-30","03:27",1,"random",10
"1517318896318","2018-01-30","03:28",1,"random",10
"1517318950854","2018-01-30","03:29",1,"random",10
"1517319772619","2018-01-30","03:42",3,"intro",15
"1517320049377","2018-01-30","03:47",2,"random",10
"1517323668488","2018-01-30","04:47",0,"intro",15
"1517324395610","2018-01-30","04:59",1,"combinatorics",15
"1517324800453","2018-01-30","05:06",0,"combinatorics",15
"1517326316670","2018-01-30","05:31",10,"combinatorics",15
"1517326332568","2018-01-30","05:32",0,"shapes",15
"1517327915291","2018-01-30","05:58",0,"combinatorics",15
"1517328700517","2018-01-30","06:11",1,"intro",15
"1517329459202","2018-01-30","06:24",1,"intro",15
"1517330136176","2018-01-30","06:35",9,"intro",15
"1517330298618","2018-01-30","06:38",7,"intro",15
"1517330365841","2018-01-30","06:39",3,"shapes",15
"1517330426702","2018-01-30","06:40",2,"random",10
"1517331295970","2018-01-30","06:54",9,"intro",15
"1517331356219","2018-01-30","06:55",0,"random",10
"1517331691847","2018-01-30","07:01",4,"random",10
"1517333373321","2018-01-30","07:29",7,"generalizations",15
"1517333676182","2018-01-30","07:34",7,"intro",15
"1517333869971","2018-01-30","07:37",4,"number-theory",15
"1517335243606","2018-01-30","08:00",0,"intro",15
"1517335268466","2018-01-30","08:01",1,"intro",15
"1517336067868","2018-01-30","08:14",6,"intro",15
"1517336426388","2018-01-30","08:20",2,"generalizations",15
"1517336963582","2018-01-30","08:29",3,"generalizations",15
"1517336996678","2018-01-30","08:29",10,"intro",15
"1517337517365","2018-01-30","08:38",13,"intro",15
"1517338058241","2018-01-30","08:47",5,"generalizations",15
"1517338350937","2018-01-30","08:52",7,"intro",15
"1517338406307","2018-01-30","08:53",2,"number-theory",15
"1517339078417","2018-01-30","09:04",1,"intro",15
"1517339970327","2018-01-30","09:19",11,"intro",15
"1517341530544","2018-01-30","09:45",8,"generalizations",15
"1517342318554","2018-01-30","09:58",2,"random",10
"1517342341622","2018-01-30","09:59",1,"random",10
"1517343112797","2018-01-30","10:11",6,"random",10
"1517346338960","2018-01-30","11:05",0,"random",10
"1517357704384","2018-01-31","02:15",1,"intro",15
"1517357850021","2018-01-31","02:17",1,"intro",15
"1517357875354","2018-01-31","02:17",1,"intro",15
"1517357880041","2018-01-31","02:18",1,"intro",15
"1517380090351","2018-01-31","08:28",0,"intro",15
"1517380109479","2018-01-31","08:28",0,"intro",15
"1517383029925","2018-01-31","09:17",4,"intro",15
"1517383617544","2018-01-31","09:26",9,"intro",15
"1517385306663","2018-01-31","09:55",1,"random",10
"1517385864729","2018-01-31","10:04",0,"number-theory",15
"1517386124326","2018-01-31","10:08",2,"generalizations",15
"1517386173369","2018-01-31","10:09",0,"generalizations",15
